TimePeriodLabel,date,cases,deaths,newcases,newdeaths,Indicator,Group,State,Subgroup,Phase,TimePeriod,TimePeriodStartDate,TimePeriodEndDate,Value,LowCI,HighCI,ConfidenceInterval,QuartileRange,SymptomType,Subgroup2
Nov 25 - Dec 7,11/29/2020,13447900,266761,136372,818,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),20,11/25/2020 0:00,12/7/2020 0:00,28.9,28.2,29.6,28.2 - 29.6,,Depressive,United States
Nov 25 - Dec 7,11/29/2020,13447900,266761,136372,818,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),20,11/25/2020 0:00,12/7/2020 0:00,41.4,40.7,42.2,40.7 - 42.2,,Anxiety or Depressive,United States
Nov 25 - Dec 7,11/29/2020,13447900,266761,136372,818,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),20,11/25/2020 0:00,12/7/2020 0:00,36.1,35.5,36.8,35.5 - 36.8,,Anxiety,United States
Oct 14 - Oct 26,10/16/2020,8113720,218476,70463,891,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/16/2020,8113720,218476,70463,891,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/16/2020,8113720,218476,70463,891,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/14/2020,7977904,216792,59853,1009,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/14/2020,7977904,216792,59853,1009,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/14/2020,7977904,216792,59853,1009,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/15/2020,8043257,217585,65353,793,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/15/2020,8043257,217585,65353,793,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/15/2020,8043257,217585,65353,793,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/20/2020,8340397,220987,60594,929,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/20/2020,8340397,220987,60594,929,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/20/2020,8340397,220987,60594,929,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/21/2020,8404634,222195,64237,1208,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/21/2020,8404634,222195,64237,1208,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/21/2020,8404634,222195,64237,1208,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/22/2020,8479762,223023,75128,828,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/22/2020,8479762,223023,75128,828,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/22/2020,8479762,223023,75128,828,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/23/2020,8565059,223953,85297,930,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/23/2020,8565059,223953,85297,930,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/23/2020,8565059,223953,85297,930,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/24/2020,8643640,224825,78581,872,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/24/2020,8643640,224825,78581,872,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/24/2020,8643640,224825,78581,872,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/25/2020,8703355,225164,59715,339,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/25/2020,8703355,225164,59715,339,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/25/2020,8703355,225164,59715,339,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/26/2020,8777986,225701,74631,537,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/26/2020,8777986,225701,74631,537,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/26/2020,8777986,225701,74631,537,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/27/2020,8852373,226684,74387,983,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/27/2020,8852373,226684,74387,983,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/27/2020,8852373,226684,74387,983,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/19/2020,8279803,220058,65440,517,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/19/2020,8279803,220058,65440,517,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/19/2020,8279803,220058,65440,517,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/17/2020,8166481,219154,52761,678,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/17/2020,8166481,219154,52761,678,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/17/2020,8166481,219154,52761,678,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 14 - Oct 26,10/18/2020,8214363,219541,47882,387,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,26,25.4,26.6,25.4 - 26.6,,Depressive,United States
Oct 14 - Oct 26,10/18/2020,8214363,219541,47882,387,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,32.8,32.2,33.4,32.2 - 33.4,,Anxiety,United States
Oct 14 - Oct 26,10/18/2020,8214363,219541,47882,387,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,17,10/14/2020 0:00,10/26/2020 0:00,37.8,37.2,38.5,37.2 - 38.5,,Anxiety or Depressive,United States
Oct 28 - Nov 9,10/29/2020,9024915,228706,90657,1004,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,10/29/2020,9024915,228706,90657,1004,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,10/29/2020,9024915,228706,90657,1004,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,10/28/2020,8934258,227702,81885,1018,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,10/28/2020,8934258,227702,81885,1018,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,10/28/2020,8934258,227702,81885,1018,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,11/4/2020,9577697,234226,108080,1616,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,11/4/2020,9577697,234226,108080,1616,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,11/4/2020,9577697,234226,108080,1616,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,11/5/2020,9699030,235334,121333,1108,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,11/5/2020,9699030,235334,121333,1108,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,11/5/2020,9699030,235334,121333,1108,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,11/6/2020,9831853,236582,132823,1248,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,11/6/2020,9831853,236582,132823,1248,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,11/6/2020,9831853,236582,132823,1248,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,11/7/2020,9957785,237589,125932,1007,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,11/7/2020,9957785,237589,125932,1007,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,11/7/2020,9957785,237589,125932,1007,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,11/8/2020,10061201,238053,103416,464,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,11/8/2020,10061201,238053,103416,464,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,11/8/2020,10061201,238053,103416,464,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,11/9/2020,10191642,238798,130441,745,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,11/9/2020,10191642,238798,130441,745,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,11/9/2020,10191642,238798,130441,745,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,11/10/2020,10331392,240262,139750,1464,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,11/10/2020,10331392,240262,139750,1464,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,11/10/2020,10331392,240262,139750,1464,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,10/31/2020,9208993,230512,84210,838,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,10/31/2020,9208993,230512,84210,838,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,10/31/2020,9208993,230512,84210,838,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,11/1/2020,9283188,230940,74195,428,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,11/1/2020,9283188,230940,74195,428,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,11/1/2020,9283188,230940,74195,428,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,11/2/2020,9377201,231480,94013,540,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,11/2/2020,9377201,231480,94013,540,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,11/2/2020,9377201,231480,94013,540,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,10/30/2020,9124783,229674,99868,968,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,10/30/2020,9124783,229674,99868,968,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,10/30/2020,9124783,229674,99868,968,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Oct 28 - Nov 9,11/3/2020,9469617,232610,92416,1130,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,36.3,35.6,37.1,35.6 - 37.1,,Anxiety,United States
Oct 28 - Nov 9,11/3/2020,9469617,232610,92416,1130,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,27.7,26.7,28.7,26.7 - 28.7,,Depressive,United States
Oct 28 - Nov 9,11/3/2020,9469617,232610,92416,1130,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),18,10/28/2020 0:00,11/9/2020 0:00,41.4,40.6,42.2,40.6 - 42.2,,Anxiety or Depressive,United States
Sep 16 - Sep 28,9/16/2020,6653585,196686,39268,997,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,25,24.5,25.6,24.5 - 25.6,,Depressive,United States
Sep 16 - Sep 28,9/16/2020,6653585,196686,39268,997,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,37.2,36.6,37.9,36.6 - 37.9,,Anxiety or Depressive,United States
Sep 16 - Sep 28,9/16/2020,6653585,196686,39268,997,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,32.6,32,33.2,32.0 - 33.2,,Anxiety,United States
Sep 16 - Sep 28,9/17/2020,6698895,197535,45310,849,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,25,24.5,25.6,24.5 - 25.6,,Depressive,United States
Sep 16 - Sep 28,9/17/2020,6698895,197535,45310,849,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,37.2,36.6,37.9,36.6 - 37.9,,Anxiety or Depressive,United States
Sep 16 - Sep 28,9/17/2020,6698895,197535,45310,849,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,32.6,32,33.2,32.0 - 33.2,,Anxiety,United States
Sep 16 - Sep 28,9/18/2020,6747782,198484,48887,949,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,25,24.5,25.6,24.5 - 25.6,,Depressive,United States
Sep 16 - Sep 28,9/18/2020,6747782,198484,48887,949,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,37.2,36.6,37.9,36.6 - 37.9,,Anxiety or Depressive,United States
Sep 16 - Sep 28,9/18/2020,6747782,198484,48887,949,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,32.6,32,33.2,32.0 - 33.2,,Anxiety,United States
Sep 16 - Sep 28,9/19/2020,6789593,199154,41811,670,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,25,24.5,25.6,24.5 - 25.6,,Depressive,United States
Sep 16 - Sep 28,9/19/2020,6789593,199154,41811,670,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,37.2,36.6,37.9,36.6 - 37.9,,Anxiety or Depressive,United States
Sep 16 - Sep 28,9/19/2020,6789593,199154,41811,670,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,32.6,32,33.2,32.0 - 33.2,,Anxiety,United States
Sep 16 - Sep 28,9/25/2020,7059624,203566,54581,853,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,25,24.5,25.6,24.5 - 25.6,,Depressive,United States
Sep 16 - Sep 28,9/25/2020,7059624,203566,54581,853,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,37.2,36.6,37.9,36.6 - 37.9,,Anxiety or Depressive,United States
Sep 16 - Sep 28,9/25/2020,7059624,203566,54581,853,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,32.6,32,33.2,32.0 - 33.2,,Anxiety,United States
Sep 16 - Sep 28,9/26/2020,7102321,204335,42697,769,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,25,24.5,25.6,24.5 - 25.6,,Depressive,United States
Sep 16 - Sep 28,9/26/2020,7102321,204335,42697,769,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,37.2,36.6,37.9,36.6 - 37.9,,Anxiety or Depressive,United States
Sep 16 - Sep 28,9/26/2020,7102321,204335,42697,769,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,32.6,32,33.2,32.0 - 33.2,,Anxiety,United States
Sep 16 - Sep 28,9/27/2020,7139619,204602,37298,267,Symptoms of Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,25,24.5,25.6,24.5 - 25.6,,Depressive,United States
Sep 16 - Sep 28,9/27/2020,7139619,204602,37298,267,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,37.2,36.6,37.9,36.6 - 37.9,,Anxiety or Depressive,United States
Sep 16 - Sep 28,9/27/2020,7139619,204602,37298,267,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,15,9/16/2020 0:00,9/28/2020 0:00,32.6,32,33.2,32.0 - 33.2,,Anxiety,United States
